i j x
399 1 5.87071832601064
400 1 7.29429251548253
401 1 6.81811310691797
403 1 9.59532521607667
405 1 7.115457206392
408 1 3.72030368773679
409 1 6.72749241286511
410 1 5.00422301562211
413 1 6.48632388767266
416 1 6.98211427159334
417 1 4.37025691203994
419 1 4.31923109588197
420 1 7.13589892415077
421 1 4.90712992697309
422 1 4.30543999517102
427 1 6.73971953804934
429 1 6.57637506270526
430 1 6.60684306516499
432 1 6.02939003917102
433 1 5.88072516776874
435 1 7.86116251092137
439 1 6.09271926727249
444 1 6.87466323496622
445 1 6.30863718380131
447 1 7.93757466753772
448 1 5.58282658547827
449 1 4.64342332513939
452 1 6.40536028220682
454 1 5.08640726840034
456 1 6.49921871347447
457 1 3.99165527776755
460 1 6.37687434883616
462 1 9.2002462485102
468 1 4.10653725971948
469 1 5.18093977576291
470 1 3.9204769101687
471 1 6.0727359646379
472 1 5.66208207011245
473 1 3.35858156425178
474 1 5.98091485201699
476 1 1.97227849135093
477 1 6.65918994435722
479 1 6.28834646951903
480 1 5.5586320392208
482 1 6.04026643327302
484 1 6.44944333733719
485 1 3.8303624144206
487 1 4.38703264584405
489 1 8.91704979261473
492 1 6.77954104702964
496 1 4.9151493998826
498 1 9.61725244918681
499 1 4.44717646396991
501 1 7.73143887244977
502 1 8.4901906039686
503 1 4.78143494030637
504 1 6.38034078180187
506 1 6.42786328999678
507 1 6.63767810566017
509 1 7.52829738215722
510 1 6.18508471912958
511 1 6.98397553359627
512 1 6.05993452158656
513 1 7.37807658358461
515 1 5.89252921270128
517 1 6.79306841537037
518 1 5.86830423039258
520 1 10.0641265443673
521 1 7.96411028150419
524 1 7.41945414705624
530 1 8.27742729690648
531 1 5.54539034577426
534 1 5.99959527617343
535 1 7.47543554363721
538 1 6.7746531169348
539 1 7.2809295867633
540 1 6.99833226647996
542 1 4.69251537336764
543 1 6.25003598170032
544 1 6.7551845075824
546 1 6.14521849437677
548 1 6.05314529186454
549 1 8.65154617552159
551 1 7.50878546986101
554 1 5.67041754829431
555 1 2.58802070666468
556 1 7.98427355523606
558 1 9.39140757475793
559 1 5.0205528660116
560 1 8.00508855903339
561 1 10.1086707094264
562 1 6.04064683998271
563 1 7.44035622445087
564 1 5.04084436108312
566 1 9.25610396550046
568 1 4.62264899789016
572 1 7.95649230586593
573 1 7.88737830432251
574 1 7.11876863235853
575 1 6.8054036790967
578 1 8.83429951914942
579 1 5.48669306988282
582 1 7.14278146208033
585 1 6.12936823384967
590 1 11.8059404740479
592 1 6.0243188669866
594 1 5.93727503593615
595 1 5.22077348507445
597 1 4.87544374414216
598 1 4.7427765315817
600 1 6.29391382431501
602 1 6.27100582969091
604 1 5.9335687584763
606 1 7.40273910076707
609 1 6.16603410135708
610 1 6.36931106012411
613 1 7.98645902927485
615 1 6.95242133843837
620 1 6.10252822967971
623 1 6.66336626788288
624 1 4.45689490429995
625 1 7.6694957624664
626 1 4.36704043628556
627 1 7.6740309185939
630 1 7.02264510280708
631 1 9.49224762036807
633 1 7.05506649542534
634 1 9.93278615108949
635 1 3.49134098852369
636 1 4.16841144707618
637 1 8.32390502284768
638 1 3.87880737216832
639 1 3.84981822410091
640 1 5.87589064939773
643 1 5.78354352355577
646 1 3.78902199080229
647 1 6.21393799628443
648 1 7.27204925312296
649 1 7.31847715422275
651 1 3.21656609133205
655 1 6.24771629474934
656 1 5.95269279882663
657 1 5.1851448324741
658 1 7.80668235528301
659 1 5.73526935314096
660 1 5.78440141313603
662 1 6.08963527980894
663 1 9.13350736742437
666 1 6.59923017959554
667 1 4.55744599710889
668 1 2.6762221246476
669 1 5.31256855736847
672 1 4.70563979477738
673 1 7.10954389364446
675 1 5.92023376459237
677 1 9.37194069259133
678 1 7.45739219797369
679 1 10.0987122603411
681 1 8.82098999161011
683 1 8.53799635086308
684 1 9.59839145972066
686 1 2.03547615509179
688 1 8.56516058661813
691 1 5.72133833515629
695 1 7.69065808044763
701 1 4.87086448178148
702 1 3.25670565820888
706 1 5.41742925181321
708 1 5.29684231253065
709 1 2.58778991968778
710 1 4.53136853631223
714 1 3.89234718773387
717 1 7.56101769902969
721 1 7.41872916338043
724 1 6.50991773099271
725 1 7.38623165468252
727 1 3.32890973446583
728 1 6.72504670469913
729 1 3.90481848310687
731 1 6.13101178920563
732 1 4.27294847519606
735 1 8.73636261002087
736 1 6.04082822202517
737 1 5.96880105213513
745 1 7.30914379050041
746 1 5.86766698832591
747 1 7.76857913758753
749 1 10.6152789681103
750 1 4.1472915489867
751 1 7.35065630806866
753 1 6.19434259766522
754 1 6.68802391437563
755 1 8.28908514908741
758 1 3.29956249997244
759 1 4.69869124060725
762 1 8.18375535714956
763 1 6.897160883319
764 1 5.26198878658605
766 1 6.9615675725539
767 1 5.18712536788118
768 1 6.73412358593945
769 1 6.27237411675663
770 1 8.48110130682207
773 1 6.14474035084736
774 1 6.65238897234836
778 1 6.4865316886212
779 1 6.11972234346839
781 1 7.83282530832933
783 1 8.77644786532513
784 1 7.52001982615962
785 1 7.70236813157405
786 1 7.03685891617438
790 1 5.97429957675397
791 1 6.9303060375436
794 1 8.31655112916422
796 1 7.48331762179205
797 1 4.37333809293933
801 1 8.05158073058922
803 1 6.04327507572334
805 1 8.36314667783188
807 1 6.25182084401413
809 1 7.88682155560466
811 1 4.4312270836502
814 1 4.72210958664673
815 1 7.04490683485842
818 1 3.07384794693447
821 1 5.99513962948548
823 1 4.79220022290495
827 1 3.2161399518777
828 1 5.7204465786978
831 1 10.9435540331494
835 1 5.82685381105347
836 1 5.00019120297538
838 1 8.52971418403916
839 1 5.23168061708487
842 1 3.90943411405927
845 1 5.9205088424186
846 1 6.60887911740495
847 1 6.18126681985
848 1 6.85010595956498
849 1 6.89294472919908
850 1 8.13699325094712
851 1 11.219696354432
853 1 8.19297966505052
854 1 7.05638768730732
855 1 6.3702842156667
856 1 9.00124748189014
857 1 6.79724061452291
858 1 5.1336670320015
860 1 6.64494654425809
861 1 3.88800050280873
862 1 6.52819998415581
863 1 6.63943548689544
865 1 6.09073554313455
866 1 5.51528702992038
868 1 6.20699984195693
869 1 5.78483436404364
870 1 7.45485879063873
871 1 5.27538974530858
872 1 6.85627412466909
874 1 8.38564656619521
876 1 7.23636045456264
5 2 6.34567368542835
9 2 9.62273363257006
11 2 12.3843453736018
17 2 11.1960410325539
18 2 11.9488814875427
27 2 7.09881302640999
30 2 8.00178129899818
41 2 10.436154218059
47 2 9.36581830940825
62 2 9.88638636447453
66 2 6.19490478981333
69 2 8.32435475028068
82 2 8.09705165757797
87 2 7.79688412696557
94 2 4.84387068892756
95 2 8.29455522002275
99 2 6.61187760488482
107 2 9.18160180590441
117 2 10.3544705228261
136 2 7.85965569805267
137 2 9.48756015878573
144 2 5.85374463555593
145 2 5.90019124039836
146 2 8.91231092671415
153 2 7.0963105724105
166 2 4.78966991786861
171 2 5.80980991501761
176 2 4.75688384143148
183 2 7.75593761452703
184 2 8.52423134322989
186 2 8.07395153554199
188 2 8.70438617738653
189 2 6.37506593557044
196 2 7.05813055474517
201 2 6.96206200789344
202 2 8.40357185857463
205 2 8.79116432768346
215 2 5.21994466805536
218 2 7.94464664678306
224 2 7.21184706111193
227 2 8.32418877429523
228 2 5.99320578181394
242 2 6.20986109970524
251 2 9.02224305578432
259 2 8.81629781872043
266 2 6.41301608109278
269 2 7.42615986932927
286 2 8.60065518444309
290 2 3.55154486512498
291 2 7.42205962800294
302 2 4.44020923137355
319 2 8.92468554415653
320 2 8.54378854092712
329 2 7.37926112779348
344 2 6.21242734662391
351 2 8.79170643659833
352 2 9.26446314447074
354 2 4.4524334076064
356 2 7.41748127457418
357 2 5.88932914748634
362 2 8.44872043629169
369 2 7.14615689360978
374 2 7.87336478780843
377 2 9.65718688815767
378 2 8.44915027576395
381 2 6.99189265956902
391 2 8.21543599098236
394 2 6.76156281135382
397 2 7.45540867601305
399 2 8.24069909772536
400 2 6.76359600613075
403 2 7.46244974168377
409 2 6.7727805240034
410 2 6.38605871046455
413 2 6.60087620187882
414 2 8.61971154402824
435 2 7.23037846702763
439 2 6.80864449678002
444 2 8.04479178303817
457 2 6.22046675876126
462 2 11.720814940972
470 2 5.44161433753832
479 2 5.14537032378556
489 2 9.7645855023207
492 2 6.48987928544425
498 2 8.93460557488934
502 2 6.10300184858591
506 2 6.64044473975891
507 2 5.65991209860466
509 2 6.75178191581377
510 2 6.14305583548696
520 2 8.38290236929393
521 2 8.4428908202877
524 2 7.84347339744876
528 2 8.28271620641557
530 2 7.91141344815957
531 2 5.32628535962268
534 2 6.56170555463139
535 2 6.03898043084837
538 2 11.7863667264029
539 2 6.86769066450646
540 2 9.50011543950044
543 2 7.61444415037773
546 2 5.26299065822007
549 2 8.9418886070834
551 2 8.09489400877788
556 2 7.71785231942
558 2 9.42689554010211
561 2 10.3888196542833
564 2 6.44889025466629
572 2 7.83026858796889
573 2 10.2605518065524
577 2 6.15639645692785
578 2 7.11509729211575
583 2 8.36267238015987
585 2 5.23935499737503
590 2 11.0836410527544
594 2 9.0767127293608
600 2 6.81230576107113
606 2 8.33098835146222
609 2 5.59619636150205
610 2 8.47363950950812
613 2 6.6276022468912
618 2 8.5064515874399
620 2 7.55986987056791
623 2 6.70719678847911
627 2 7.84667151714655
630 2 8.94147050112244
631 2 8.18006852303063
634 2 9.21610805446667
637 2 7.58845352316007
643 2 9.25789546310021
648 2 7.151144844501
655 2 5.59788294956019
657 2 7.32774259056898
658 2 8.88302533826427
663 2 8.16192910574311
666 2 7.39466354973439
677 2 7.55415579650709
679 2 10.6421217071442
681 2 7.83040530988751
683 2 8.40020965021937
687 2 4.79814743617168
691 2 6.36325406955557
705 2 4.47647459812798
719 2 5.73076476852479
721 2 8.81109518401581
725 2 7.04118270724534
726 2 6.1201154859295
727 2 4.93787931914774
731 2 3.63094249648504
732 2 4.36047736796141
735 2 9.02947489386893
742 2 6.99805198086976
745 2 8.56467674350553
747 2 8.60000679805345
749 2 11.4144066712276
755 2 8.49053122825039
762 2 6.33079462205253
763 2 7.63744635510096
768 2 7.02995172984047
769 2 6.24054444627828
770 2 8.04722582146638
773 2 4.59583235405135
783 2 9.56256307555381
784 2 7.62528488908923
793 2 7.1271190300835
794 2 8.73816129500484
801 2 7.52497106745946
805 2 6.97974183782399
807 2 6.2152062278126
816 2 5.2945562971658
831 2 11.5424948909371
838 2 8.74866423542404
845 2 5.06183446348664
846 2 8.1955188020053
847 2 8.31649879268583
848 2 6.90086850345247
850 2 8.60688445737802
851 2 11.9186395416193
853 2 10.1111300599202
854 2 6.87889624766673
856 2 6.3998938035616
857 2 5.80321204245569
858 2 6.20490339164312
862 2 8.01676246439667
863 2 6.83979261887822
865 2 7.01293051187109
870 2 8.06624438266086
1 3 4.96734847524633
10 3 4.71865120468173
12 3 5.10687946723516
16 3 7.20998841729249
17 3 5.65022344654305
18 3 9.87226335655233
19 3 6.62957665104472
21 3 7.61773156615325
23 3 5.54449609508485
24 3 4.85497536763769
26 3 5.26329461079063
28 3 5.75008742381048
30 3 10.9240896682104
32 3 5.37398033098586
34 3 8.12686688759811
35 3 5.773435079044
37 3 5.43636127916842
38 3 6.39767729469809
45 3 4.04913925691362
46 3 11.0994767163383
47 3 11.1497901114541
50 3 5.04705941328135
52 3 5.59473201892796
53 3 8.17593761442267
54 3 5.59096591725176
55 3 5.93773420193206
58 3 6.92225100481147
60 3 4.16022984613681
61 3 5.49879120442085
62 3 9.47612630922237
63 3 4.97919999250831
64 3 6.98174887875746
66 3 4.92217631398193
68 3 4.00435215748109
69 3 6.61220042920882
71 3 7.20099062627422
72 3 7.65062898548494
74 3 2.75077262039448
79 3 4.04212727170597
81 3 5.26934711819992
82 3 8.70048809493357
87 3 5.76551519822748
88 3 9.96295702075246
89 3 2.04855628942805
90 3 8.32333325583859
94 3 7.88821872653077
95 3 8.60275840082407
102 3 7.29850351723048
103 3 5.56350060309281
104 3 7.42341992595985
105 3 5.46845986208779
107 3 6.51193699316916
110 3 5.26622742436449
111 3 5.69650821074152
112 3 2.33948947812058
114 3 5.40807634845319
115 3 3.56998994590501
116 3 7.92931053346923
117 3 9.70712860508545
120 3 5.53821352094767
122 3 5.00660422609559
124 3 4.64118543886924
125 3 5.26885498607272
130 3 6.2750575656466
131 3 4.80313306436624
134 3 4.19754662509212
135 3 6.99591507201994
136 3 7.7051603305994
137 3 9.30321405782373
140 3 5.64748309940272
144 3 7.46100847633687
145 3 7.25246680115525
146 3 9.06187715531609
147 3 6.05666915234857
149 3 7.11986297926459
153 3 8.10485681525818
154 3 4.50775092372076
158 3 3.11018306077297
166 3 6.79077920841241
167 3 6.57916943065266
171 3 7.70520375285364
172 3 4.90568721217313
174 3 4.84173588017557
175 3 4.59756790674542
176 3 8.49843503328095
177 3 5.08193732283594
181 3 6.00198089265481
182 3 6.65170598513009
183 3 8.03176943840975
184 3 7.40298019714275
186 3 7.6299949118932
187 3 7.17296950603898
188 3 9.61581923574338
189 3 6.46676058754974
191 3 7.28536253790947
195 3 6.06923920616198
196 3 7.60789933679548
199 3 6.23226544816943
200 3 6.01132731058463
201 3 7.95800527446938
202 3 10.4812303985019
203 3 6.33680445327593
205 3 5.47126657712576
208 3 4.22943869058964
209 3 4.74738473095199
212 3 3.92923069101753
217 3 7.69504006101638
218 3 8.02772381723166
219 3 2.98012190853684
220 3 6.78027778757214
221 3 4.98938805330543
222 3 4.12929598285195
224 3 8.54180600767791
225 3 6.52489743762962
227 3 7.20706395202785
229 3 5.47874230115417
230 3 6.02308054330807
232 3 5.90909384106984
235 3 6.03205257577064
236 3 3.56423892334505
238 3 5.78070409182406
239 3 4.91537085176426
240 3 2.11446774769522
242 3 8.15449864805446
243 3 7.02693542361823
244 3 5.73678424180308
245 3 6.22872241152427
248 3 5.52646931719884
250 3 4.95340568471822
251 3 8.67239755371131
252 3 7.11306188040259
258 3 4.77672068635995
260 3 4.80793459303647
261 3 7.20478913458651
266 3 7.44954260281069
269 3 7.48096794551027
271 3 6.1426504398972
272 3 4.5889590982578
273 3 10.0850384669907
275 3 3.49256491105697
285 3 4.98881027702101
286 3 6.2372648405479
287 3 4.96140516243947
289 3 5.1772909325121
291 3 7.03417837912298
293 3 6.15219585319141
301 3 4.49461088885274
306 3 5.97256285133612
308 3 7.92782224277022
309 3 5.46446927101777
314 3 6.08917196019306
315 3 6.70889505613363
317 3 5.23021921350343
319 3 7.12547952625179
320 3 6.59085922757404
323 3 6.96657092643276
326 3 6.25108468552673
329 3 6.79604607318055
330 3 6.3686557735188
333 3 4.22665027653077
334 3 5.99029439400327
335 3 6.16653240211536
342 3 5.16516488410938
344 3 7.46666138622745
346 3 5.28396578284585
349 3 6.35368841364246
350 3 6.33424154198373
351 3 7.41937605377672
352 3 6.78750944179171
354 3 4.81003173044956
356 3 6.64207449093577
357 3 6.02452069678999
358 3 7.16028792625867
362 3 8.94404381119703
369 3 6.65323992125862
373 3 5.33939319004635
374 3 9.09636889366204
377 3 7.87665586429542
378 3 7.52091079985224
381 3 7.44328024048477
384 3 4.91705240155509
386 3 6.81522634364122
390 3 4.4685313906528
391 3 10.0928813847399
392 3 4.18384739095455
394 3 6.99374738791934
397 3 9.25416329012917
399 3 6.62799478923191
400 3 7.08939303155406
401 3 5.88131599829716
403 3 5.88189453977147
404 3 6.37531413568473
405 3 6.48581483485777
406 3 5.54482688139168
409 3 6.35531348948931
410 3 7.0854455869061
412 3 4.62021002538412
413 3 7.07827978361639
414 3 6.68769597111128
422 3 4.22197412957632
426 3 6.03102665765707
427 3 4.78842467921603
428 3 6.99922674061188
431 3 4.70501450945472
432 3 8.09554408147041
433 3 4.49592620631288
434 3 2.73475268499045
435 3 9.08815398459666
436 3 5.76827953494215
439 3 7.26469555872803
441 3 6.12641834118909
444 3 8.47109947426835
447 3 7.34084315710364
449 3 4.7154395734243
450 3 4.8640719878742
452 3 5.95997473123886
453 3 3.16914796292726
454 3 5.7543596569533
456 3 5.13905222435084
457 3 6.22326315710647
460 3 4.64553553952642
461 3 5.04425494225098
463 3 3.73567460543951
464 3 5.88103845042109
469 3 6.67227511887094
471 3 6.46365857999127
472 3 6.05731495407486
477 3 5.63656064884558
479 3 5.83016898970767
482 3 7.99826197885516
484 3 7.42587125797679
485 3 5.32141184983914
488 3 6.11284449674481
489 3 10.0411718160365
491 3 5.44528430803551
492 3 9.03308532313858
496 3 3.92084438106221
498 3 8.19317763162637
501 3 6.94797334041019
502 3 8.09345444846261
504 3 5.52707091552605
505 3 6.67620884915105
506 3 3.96678125400539
507 3 7.44683651757951
509 3 7.60757243880042
510 3 9.03742460464595
511 3 8.41602132980314
513 3 6.88583668397047
515 3 6.75522006829447
520 3 9.85363261505115
521 3 7.56809592575306
524 3 6.5988972395451
525 3 5.02727310481237
527 3 6.00029881057214
528 3 6.01655046464453
530 3 9.31186026863964
535 3 8.27821074632022
538 3 8.61195141526453
539 3 8.3319425449343
540 3 7.71194149335097
542 3 7.60576910963822
543 3 6.74347283856467
544 3 5.78098685174283
545 3 4.57554348164706
546 3 5.51153238814251
548 3 3.52344194607897
549 3 8.53099089165845
551 3 7.86865804990512
554 3 7.83937426614673
556 3 8.8265622418238
558 3 9.01822093438408
559 3 5.28309688536718
560 3 4.78368637718875
561 3 8.26083169492566
563 3 5.16169938856418
564 3 7.8603083852042
566 3 7.80419367059959
568 3 6.13280137137814
570 3 5.53657965120319
572 3 8.78430352497459
573 3 8.53291167684873
574 3 6.76341590060744
575 3 6.91585831863235
576 3 3.22540333688543
577 3 4.61899036509101
578 3 7.00300530147408
581 3 6.34631542520504
582 3 4.71207599978534
583 3 9.25789460985718
585 3 7.28010707074036
587 3 5.82284344490152
590 3 9.62106994770241
592 3 6.04337200939966
594 3 5.44652872299648
595 3 6.75748593553573
596 3 6.95530441132948
599 3 4.1376331770843
600 3 10.1651737567841
604 3 7.10304978579588
605 3 5.86039831985287
606 3 5.39471793385701
607 3 4.01916445400411
608 3 7.29643380159531
609 3 6.21846624062902
613 3 7.99516951819746
615 3 7.61523753327723
618 3 6.30953525850705
620 3 5.64122955916624
623 3 6.19317512811368
625 3 5.63813174171534
627 3 5.46214426915981
630 3 8.38383589816
633 3 8.68063072690164
634 3 9.80817762318105
637 3 9.74989008251789
638 3 4.27070065558124
640 3 6.91837565194869
642 3 5.72342194082666
643 3 7.76096246817825
646 3 5.80305376699722
647 3 6.55995630683739
648 3 6.43418776109714
649 3 6.86357816251585
650 3 4.09901803421426
651 3 4.80680360689984
655 3 7.45205281881942
656 3 7.09545608441669
657 3 5.27997212948306
658 3 7.25495147503921
659 3 6.89999080251948
662 3 3.96945399904913
663 3 9.24758310818804
665 3 4.80832737016808
666 3 8.21955744930669
668 3 5.74035811628081
672 3 5.87760226351958
673 3 6.67540825402127
676 3 5.30925443329295
677 3 9.23074130253341
678 3 7.38960221129513
680 3 5.69975014604141
681 3 7.450486678487
683 3 7.74106063038568
684 3 8.33048295108838
685 3 5.76901172680168
687 3 6.99974219222081
691 3 6.44385206695666
695 3 5.85051762731672
696 3 5.26861262013126
701 3 6.44370754859931
702 3 5.82057889819029
703 3 2.84220869151761
705 3 7.37971940314318
706 3 5.09995201393282
708 3 5.5992623320543
710 3 4.16707781722061
711 3 6.33229508038298
718 3 3.76400663292291
719 3 4.93902350316112
721 3 7.72995665345653
722 3 7.02825045417532
724 3 6.45341402813597
726 3 6.84112958896904
727 3 4.10344682900388
730 3 5.82561499613068
735 3 8.4539248664491
737 3 7.58243769778326
743 3 5.09534522410361
744 3 5.35761125803725
745 3 8.79840882308761
746 3 6.39233753187349
747 3 7.79670873625999
749 3 8.45875156133414
750 3 5.1279056102484
753 3 5.7587819473649
754 3 4.72114788895301
755 3 8.95885592445257
756 3 4.58531255137282
759 3 6.28638033222886
760 3 8.17628042707894
762 3 7.89696876439491
763 3 7.33681146148094
764 3 4.82808123024817
765 3 4.87173886302957
766 3 8.24276921492946
768 3 5.39263648637348
769 3 7.53862234371281
770 3 8.87104618283424
773 3 6.00832123542548
774 3 6.74819414333242
777 3 4.51194848871089
778 3 4.60516329386178
779 3 5.87785284995803
783 3 9.10649314016763
784 3 7.77317455412119
785 3 5.27756730676867
786 3 4.75197448377824
790 3 6.56470904982343
791 3 6.90222361454031
793 3 7.0550626529616
794 3 8.06746979339284
796 3 5.4081769706398
797 3 6.21181145150669
800 3 4.67244158453688
801 3 6.13520475046033
802 3 5.35381018065342
804 3 4.73702878831778
805 3 5.95915561831657
807 3 6.64718894898329
809 3 7.02366170059482
813 3 3.59543655865449
814 3 4.53957234970475
815 3 7.35099172549191
816 3 8.13288364164885
821 3 5.09095999646408
822 3 5.63153060699836
823 3 6.04210264646099
824 3 4.21335371416152
826 3 3.62374160554799
831 3 10.9451131811306
835 3 6.70058391786486
836 3 5.58363270322602
838 3 6.59177705774999
839 3 4.57733116637562
842 3 3.04268984755498
846 3 5.40688871484792
847 3 7.09065375542624
848 3 6.7797981803776
849 3 5.58781870484749
850 3 7.82527137527515
851 3 11.9721057863236
854 3 5.1783119679685
855 3 6.9162090532653
856 3 7.09566290470056
857 3 8.73065730430372
858 3 6.53545503634692
859 3 7.43790462258075
860 3 8.92023069623889
861 3 5.82680808621988
862 3 7.1341519512064
865 3 5.63077849199423
867 3 5.66588298349438
868 3 4.09411775137837
870 3 9.21298600464027
871 3 6.0040553861089
872 3 7.63395953947199
874 3 6.71835628619787
875 3 4.17349086738053
876 3 6.46777299440371
9 4 7.67158722885862
11 4 9.9214714204346
13 4 7.49997102828473
18 4 10.7386648877151
21 4 9.06981810839799
30 4 8.79611179502266
41 4 9.82992130146713
47 4 10.1598155495905
53 4 7.66069731114178
62 4 10.5339385680132
64 4 6.60607119759697
66 4 7.55583755831941
69 4 9.66156338296976
78 4 4.76801916341971
82 4 7.98319067113685
87 4 8.14430848227106
88 4 10.5898721551957
89 4 4.45698814149978
95 4 8.56487483537125
107 4 7.87336079462089
117 4 7.48088969611134
134 4 5.13484455737709
135 4 7.78304737706314
137 4 8.87409190984136
140 4 7.53232803030112
145 4 6.67008563586159
146 4 8.29176885159858
153 4 9.14008828962952
176 4 6.52798786403843
184 4 7.7357895801922
186 4 8.09707978882025
188 4 8.68990141202426
189 4 7.45136686967674
191 4 9.49705837191551
196 4 6.88694122656999
201 4 7.16973675951224
202 4 8.80879612335984
205 4 7.50021991219192
209 4 6.40269200964526
213 4 10.2013114837755
224 4 6.39393952773617
225 4 7.39516649836492
243 4 6.14881121314322
250 4 5.03150879631315
251 4 8.69846708420957
252 4 8.33776787807298
261 4 8.30865010029058
266 4 6.61696376346668
269 4 9.84304012158968
273 4 7.69748340510979
286 4 6.30683359539967
291 4 6.38640088344131
311 4 8.63054651046065
315 4 5.83262539519687
319 4 9.15446385764557
320 4 8.40327373997643
326 4 6.91883287413328
330 4 4.74943285300484
334 4 9.06382918598219
335 4 7.10511976979516
344 4 5.50625095576759
351 4 6.97547635851996
356 4 7.0945767621367
374 4 7.80985840366656
377 4 9.61314835290219
381 4 6.95538665225471
391 4 6.86112437530216
394 4 7.10145116434754
397 4 6.91146667598165
409 4 7.24265457391915
410 4 5.76805815856808
413 4 5.90827573528718
414 4 8.98618106472272
432 4 7.65174861440574
435 4 9.90188962470507
436 4 5.97078518050484
439 4 6.70164097003476
444 4 8.64894326971328
445 4 4.74274552829102
447 4 5.66733452328244
449 4 5.91279041352002
462 4 10.4610109759147
479 4 6.26430492559675
483 4 6.35457960347253
