i j x
397 3 7.41027386235489
398 3 4.1686027907219
399 3 5.88880421527624
400 3 6.75028877943586
401 3 5.48373030244304
403 3 5.85507229521202
406 3 6.00522129913441
407 3 3.18697098810182
410 3 6.43213873254996
411 3 7.43926162646775
413 3 4.50533600671567
414 3 8.02106476997693
415 3 10.749193807943
416 3 5.42474879672255
420 3 5.81011498011744
421 3 6.62410287113846
423 3 3.42668066346663
424 3 4.00146588809687
425 3 4.75781968389276
426 3 5.36466985483151
427 3 5.36383278684205
428 3 5.78696481321629
430 3 4.71251607470623
431 3 3.06320857552104
432 3 7.22500050214279
433 3 7.2329834209982
434 3 6.2314181864271
435 3 8.61556498075254
436 3 6.6180029914475
439 3 8.45793862145966
441 3 6.01314772734211
442 3 4.08673645459015
443 3 3.93316276867142
444 3 6.61680994965374
445 3 5.20703359902844
2 4 5.40940091834978
7 4 4.72263227469777
8 4 5.54622178402734
10 4 6.62748061629569
11 4 6.40272662958014
13 4 7.37332698419306
16 4 8.69716932769303
17 4 5.35803788067981
18 4 5.96198381691399
25 4 3.65902313689747
28 4 3.17448552709762
29 4 10.1877620084412
30 4 5.9686543972865
31 4 4.32477957798806
33 4 5.71565358007281
34 4 6.10657552844989
35 4 7.03535162800649
36 4 8.57899713798275
37 4 6.90998126673442
43 4 5.75253870256685
44 4 7.74396857609425
45 4 10.6665638234098
46 4 4.56178382676929
48 4 6.12812856722262
49 4 6.49764512524071
51 4 6.90041308539305
53 4 4.88048225867374
54 4 5.33623126802243
55 4 3.82154956047452
56 4 6.36600446133431
58 4 11.3564036395362
59 4 4.24782899594056
60 4 6.32040947211157
62 4 6.7987681633836
64 4 5.88905976808857
65 4 7.06026506010303
67 4 5.68884272479348
68 4 6.03157520132473
73 4 5.5209139467242
74 4 5.90613421205296
76 4 4.05682946351016
77 4 7.35240375103898
82 4 7.09504157220776
83 4 8.03436348739796
85 4 5.64357554242963
90 4 4.97005854652405
91 4 8.4814293069332
93 4 4.66056401596389
94 4 4.71496940572903
95 4 7.58894400390866
99 4 6.25554601075738
100 4 6.75778963664286
101 4 5.29866752217249
102 4 5.90112246330644
104 4 6.89767145853967
106 4 6.52786632456444
108 4 7.14889480187349
111 4 4.26605055453109
113 4 6.20901080871212
114 4 8.97691561601099
117 4 6.27006791918471
120 4 5.21538588709598
122 4 4.01992995418126
123 4 5.59922801856136
128 4 7.50828504453975
131 4 5.99487752077379
132 4 5.22907270021936
133 4 6.70646581821869
134 4 10.0651104132773
135 4 4.53658187565173
137 4 4.34520064069199
138 4 4.64593103976632
139 4 2.28211868713471
141 4 6.58418956250773
143 4 8.75767905936429
144 4 7.36110101191077
146 4 5.28234842866767
149 4 8.32340162884103
150 4 3.77233734467698
158 4 5.62955524006208
161 4 7.03940770253314
163 4 5.01823393887748
165 4 6.85782202329186
169 4 6.26181011834768
172 4 5.9852616064657
174 4 6.8433766308337
176 4 4.98669908610947
178 4 4.07247384937055
181 4 3.57652641683636
182 4 6.73186977978644
185 4 8.34436477045093
186 4 5.20971177455589
187 4 8.71346780507983
188 4 7.78657653878058
190 4 7.29398320684982
195 4 7.91757335957497
197 4 5.53683465356315
198 4 7.85299502444334
199 4 5.8084570670363
200 4 7.68064376819499
201 4 8.84678196358416
202 4 4.82258944694688
203 4 2.15172157556213
204 4 7.50479879831223
209 4 6.39648673562866
212 4 7.77975276288837
216 4 7.08368267827082
217 4 4.65267626044027
218 4 6.46524211017563
220 4 4.25528877543829
222 4 8.36882686205079
223 4 7.86336655204301
225 4 8.02081581017312
226 4 5.20890769292611
228 4 6.96709265833797
230 4 4.85189928637833
231 4 6.07592610407622
233 4 6.30513835902906
237 4 4.90893695971633
238 4 6.76221426431897
241 4 7.28764620843185
242 4 8.27072019927697
250 4 4.83367676876916
251 4 7.61904194764842
252 4 9.66891120635663
257 4 5.95334865634502
258 4 6.75830627249237
260 4 8.35337140869193
261 4 5.45979939445088
262 4 7.39393642928084
263 4 3.97553367883378
265 4 7.05775928637429
268 4 7.51331752930456
272 4 8.89726244243699
274 4 4.13120541832849
275 4 3.29070534173747
281 4 5.17519191632054
283 4 5.31913909738703
284 4 8.15297463865324
289 4 3.63288771671456
292 4 6.64931893976047
293 4 4.87795683161422
297 4 4.69945669029293
298 4 4.04839182907069
300 4 6.8283192314395
301 4 6.72458719385399
304 4 5.6024352575486
306 4 8.00037186422785
307 4 4.91817569484591
308 4 5.76901040057415
309 4 7.70594193835012
312 4 7.91020915276418
313 4 5.78228778771165
314 4 4.962024215702
317 4 7.97889422677792
318 4 6.76380512396532
319 4 5.51002686689833
320 4 5.36492144950405
321 4 3.51802675073675
323 4 6.50376354995993
324 4 6.64927620084632
328 4 3.89123836737388
329 4 5.43436142240198
331 4 7.53683489341227
332 4 7.25479519585632
334 4 6.60367716970183
339 4 5.48682398865256
340 4 4.10638999958787
341 4 7.80373662643987
343 4 4.69744216384287
347 4 5.28169512987133
348 4 9.26242536914391
349 4 6.4754003909551
351 4 5.81921266690042
353 4 6.42329192800127
354 4 8.35891281080624
355 4 5.84376403477202
357 4 5.88404681948874
359 4 5.98783170103212
361 4 5.1791323814952
364 4 3.19731310023743
365 4 5.83467006943656
369 4 8.1143153403288
373 4 9.35304740102891
374 4 9.54015406143557
377 4 6.8128341002373
380 4 6.52245372506953
381 4 6.15654301078962
382 4 6.44543056784345
387 4 4.40119579408858
390 4 3.14416654054293
393 4 7.87909109301865
395 4 2.30577053810826
397 4 7.76965850885511
399 4 7.65833524221079
400 4 5.70510439111997
401 4 5.26471257456023
403 4 6.93923163437701
406 4 6.0538005407832
410 4 8.30760260489629
411 4 6.20812516043284
414 4 6.26552687908012
415 4 9.41431051333513
416 4 7.62814802354777
420 4 3.05807948991237
422 4 5.10164553594898
425 4 2.96151310377094
426 4 6.14103034040506
427 4 5.53081814948087
428 4 5.9258434496726
430 4 7.04255002576095
432 4 6.35886437769581
433 4 4.54675557705226
435 4 9.69677289160001
436 4 7.22531229412898
439 4 7.77123246350085
441 4 6.52701806541241
442 4 4.66496431693577
444 4 6.99683053011891
446 4 3.22561559256242
1 5 4.89692468658005
4 5 3.29357890789371
6 5 4.36227946511097
7 5 5.8686402964744
8 5 4.61995213505527
10 5 5.7893339391991
12 5 4.29082307060843
13 5 9.14672712187408
16 5 8.03649808716162
18 5 6.84471587236495
19 5 5.77731875909195
26 5 6.23202506056208
29 5 8.13019655622717
30 5 3.39135148747556
31 5 2.98477758017566
33 5 8.84519122625257
34 5 5.92548945387128
36 5 8.00795532778378
37 5 5.56570182633079
38 5 4.33852442893596
40 5 8.97075246561466
43 5 4.31762108782285
44 5 9.8535789318868
45 5 9.7593308106599
47 5 4.65407395074043
48 5 5.96179342986709
49 5 7.14778777549052
50 5 6.50377581543519
51 5 7.90066385733655
53 5 6.31418329037735
56 5 3.91304933239852
57 5 6.00599140159722
58 5 11.8177921679828
59 5 5.90207091334638
62 5 7.91162686810697
64 5 6.1212186185298
65 5 8.44370444344099
66 5 3.96383568145258
67 5 5.26831754253042
68 5 7.72546147619691
72 5 4.35206063465478
73 5 4.66408397699777
74 5 4.04636379042607
77 5 8.52404794502133
80 5 3.78225389177024
82 5 8.26453575331339
83 5 9.00342339965161
85 5 5.32669100148112
86 5 2.28743381879344
90 5 5.57848244615663
91 5 8.14751393963426
93 5 4.76332159101845
94 5 5.9622081971221
95 5 7.72128250880783
99 5 7.2462417274288
100 5 6.06770107792084
101 5 5.48421577157327
102 5 7.64284775745407
104 5 7.9297401198902
108 5 7.14872852635723
110 5 4.06902431635111
111 5 5.69426753867415
112 5 4.20794464805076
113 5 6.77976844293995
114 5 10.0421180617636
117 5 5.2056817340929
121 5 6.97793077372192
124 5 5.09940553082498
126 5 5.01015506102134
127 5 5.98690518572394
128 5 6.83507728600149
129 5 2.99918794412542
131 5 6.92786088863359
132 5 5.93933897818991
133 5 5.84058588937269
134 5 6.05407647363144
137 5 4.72385159109619
138 5 5.48047453842903
141 5 8.29065224684238
142 5 7.14390712802056
143 5 8.11411457871016
144 5 8.20249330668287
146 5 5.39317305919911
149 5 7.25359815195123
156 5 6.13108944384953
158 5 5.04487110194809
162 5 3.22885942496109
163 5 4.70495105975186
164 5 6.04945402304229
165 5 5.93466808926149
167 5 4.27752888729485
168 5 4.00250633703813
169 5 7.01844165923312
170 5 7.24665213209586
171 5 2.62714397776578
172 5 3.82048833472648
173 5 4.45879296826451
174 5 5.65787882011717
178 5 5.76560938601331
180 5 5.76515075979474
182 5 7.17804224388713
183 5 7.49848612741785
185 5 5.90444206344728
186 5 6.57413653455961
187 5 9.53583965657155
188 5 5.44112151205278
190 5 7.14192923540026
195 5 5.39232452492904
197 5 5.12979741225531
198 5 6.68552354648467
199 5 4.19722787793685
200 5 7.30215657614845
201 5 10.6871860473392
203 5 4.14486217501031
204 5 8.96129356473165
207 5 4.45107235616704
208 5 6.7794875533763
210 5 5.64930575069272
212 5 9.14623502975613
213 5 5.71314054547617
214 5 3.80493677147312
215 5 6.89660803608092
216 5 8.56725070721265
217 5 6.94820118245845
218 5 5.56381130523047
223 5 6.38676086694844
224 5 3.07509035212952
225 5 8.50476800262263
226 5 5.58860531309311
228 5 4.78888475432879
230 5 5.64472102008544
233 5 6.01459167538735
237 5 6.28798827269103
245 5 6.39871988917941
247 5 6.36043584038072
250 5 5.92336296559381
252 5 6.04128470292289
254 5 5.18156971801633
257 5 5.12241609489361
258 5 7.6964791557112
260 5 9.32734669810401
261 5 6.80652601019244
262 5 3.95905525012886
263 5 5.11340559716336
265 5 7.1840514647876
268 5 7.49244948527688
270 5 6.12348789911286
271 5 4.97124666572686
272 5 6.09253438949126
274 5 6.07546041524498
275 5 3.13368600038878
279 5 4.99466858886384
280 5 4.85310338229632
283 5 6.6046023942431
284 5 8.6168326564036
288 5 5.93323938716979
289 5 3.85710189095945
290 5 5.7750367251715
292 5 4.80347813481062
293 5 5.31031271401821
300 5 4.46267219678857
301 5 5.69265238910067
303 5 4.98713633315139
304 5 4.58316480302914
305 5 0.736965940578835
306 5 5.99770226967677
308 5 6.67405402135707
309 5 9.47088022053488
312 5 6.75965941384068
313 5 6.92051734832304
314 5 7.14670913090042
317 5 8.72744246081302
321 5 5.88583452863696
323 5 5.21445102340965
326 5 5.29904641067716
330 5 4.73636490560277
331 5 6.74202796977197
332 5 6.99390323834987
334 5 5.45586531880535
340 5 5.89543713160626
341 5 5.80336790027022
342 5 5.71465423064805
343 5 4.88299454609977
344 5 4.53745014148139
346 5 4.55245939483636
347 5 5.28419491271778
348 5 7.93527054396209
349 5 8.08170996414353
351 5 5.52894533104184
352 5 3.39870666431813
353 5 7.29592118527083
354 5 8.2068083231932
355 5 5.90110958574868
356 5 3.60667533152907
357 5 6.0603811147355
358 5 4.76713874606527
359 5 5.8687631230789
361 5 5.2538718946027
363 5 5.99823240713748
365 5 7.65932575228668
369 5 10.6016976058813
370 5 4.64063222306725
372 5 5.9855045758418
373 5 9.73532866084057
374 5 10.2532366422155
376 5 3.86712021137012
377 5 6.37969284999452
381 5 5.19179133920093
382 5 5.85956007115095
388 5 6.2293711844971
389 5 10.0295056957067
390 5 6.11801912202598
393 5 7.81717105796464
397 5 7.27587522096348
399 5 7.04528856286224
400 5 6.6611765797047
401 5 8.08548003161223
403 5 8.18389595892838
405 5 6.16961357367339
406 5 4.60050371980841
407 5 3.023099421838
410 5 7.24108232897052
411 5 7.18796613881258
413 5 3.31127055191619
414 5 5.68202222524436
415 5 7.88398979440512
416 5 6.84514667254487
420 5 3.87105630364125
421 5 4.32072557513419
422 5 4.52979073694551
426 5 6.03083653987323
427 5 6.04668056929334
428 5 5.35736037314847
429 5 6.6574732162125
430 5 7.94414964830948
431 5 6.2582049290884
432 5 6.74822745866086
433 5 4.97881607641315
434 5 4.19571306104379
435 5 9.75051894667203
436 5 7.48809239907645
439 5 6.49052970858198
442 5 6.51554237084006
445 5 4.04394635027432
1 6 4.04690224735402
8 6 3.51514608272548
10 6 5.30962112241457
13 6 6.70485852506764
15 6 2.62672452772385
16 6 7.71129469010832
17 6 5.89187048629928
18 6 6.63152669773284
23 6 4.66974157742144
24 6 9.73702366412058
26 6 5.60626629722011
29 6 8.48765887922127
30 6 6.55464877418616
31 6 2.90242167163944
33 6 6.9340854564598
34 6 6.75154781637541
35 6 7.62816454499313
36 6 8.56979137832163
37 6 7.38261233703604
39 6 4.87851654299209
40 6 7.534164222826
43 6 6.71665552404484
44 6 9.45069047115949
45 6 9.5231931542075
46 6 2.76425442248579
48 6 5.68138272013094
49 6 7.61220593099933
50 6 5.79096637148922
51 6 6.33826173850234
54 6 4.20323012469317
55 6 3.10572322763066
57 6 6.04208821798002
58 6 10.0804560852055
60 6 9.41720143225634
62 6 7.70984386804406
65 6 7.99853278457288
66 6 3.75229973389523
68 6 8.77008878321192
73 6 4.50196724994282
74 6 7.03097688736803
76 6 2.57177869207526
77 6 8.20390465006754
80 6 4.23972738233463
83 6 8.26433253821432
84 6 2.16436594474093
85 6 5.74097697659637
89 6 4.26912876948109
90 6 5.88067073665206
91 6 9.33242748323236
93 6 4.93083325348143
99 6 4.37484411057094
100 6 4.66431626892087
102 6 5.93607411293874
104 6 8.30060324509775
