method Cluster_ID Batch dim1 dim2
Truth 2 high_detection 1.00928122237442 2.99745433829489
Truth 2 low_detection 2.88059952196168 1.68560352415868
Truth 2 high_detection 3.40937501134567 2.76806583724083
Truth 2 low_detection 2.8380941074739 1.90779168900441
Truth 2 high_detection 3.91188351912177 4.6334863572493
Truth 2 low_detection 2.28245711247504 3.67274866696687
Truth 2 high_detection 1.82987382950569 3.24676098925975
Truth 2 low_detection 2.78785937817374 2.26949130674062
Truth 2 high_detection 2.03069650459456 2.58777170226328
Truth 2 low_detection 2.97007142733404 0.316260320636067
Truth 2 high_detection 2.73926591900774 2.03336841383732
Truth 2 low_detection 2.94746248846996 4.18595983797615
Truth 2 high_detection 3.11882965739532 1.93207907406096
Truth 2 low_detection 2.24703694854442 2.45325698437283
Truth 2 high_detection 3.25336817500686 2.34301941238759
Truth 2 low_detection 1.76772314746573 4.10224243993513
Truth 2 high_detection 2.90258671277439 3.26865367357007
Truth 2 low_detection 5.32300011864761 1.72837064364422
Truth 2 high_detection 2.0370261725908 1.86931801689228
Truth 2 low_detection 0.367130273934547 1.66971940439948
Truth 2 high_detection 2.77048668745488 1.90888726173597
Truth 2 low_detection 2.251474650923 3.48108540676184
Truth 3 high_detection 2.66403235338648 -2.46188352533061
Truth 3 low_detection 3.88327506389604 -2.10593105012272
Truth 3 high_detection 2.07648873584589 -4.00408519764693
Truth 3 low_detection 3.29048891157317 -4.08689079440535
Truth 3 high_detection 1.29007515131462 -3.42711807673826
Truth 3 low_detection 1.60548323089284 -1.72380296033546
Truth 3 high_detection 2.60119854118254 -3.2806844399923
Truth 3 low_detection 2.20287743054275 -3.7785670240803
Truth 3 high_detection 2.30270227677606 -2.50142812822527
Truth 3 low_detection 2.65698374462094 -4.35097812380288
Truth 3 high_detection 0.963428988409789 -2.04849466505582
Truth 3 low_detection 4.66766968075807 -2.9329470546316
Truth 3 high_detection 1.9015518486197 -1.78639710068587
Truth 3 low_detection 2.45688764052836 -1.53930452974947
Truth 3 high_detection 1.20497280907616 -2.11846479026947
Truth 3 low_detection 1.79369706426256 -1.28192720235284
Truth 3 high_detection 2.15445492464247 -2.517137260528
Truth 3 low_detection 2.57989665334652 -2.53820949270208
Truth 3 high_detection 2.04519245254843 -1.256265605146
Truth 3 low_detection 1.22374763076951 -3.45585874520851
Truth 3 high_detection 1.2351623537039 -1.58457476483516
Truth 3 low_detection 2.23074646964088 -3.43933797554717
Truth 3 high_detection 2.62054409343773 -2.38787518045735
Truth 3 low_detection 1.70472864933624 -1.94698738138692
Truth 3 high_detection 3.01402764403304 -1.9682580367665
Truth 3 low_detection 2.90659346739169 -3.37376238943921
Truth 3 high_detection 1.28028102101755 -2.68684927290442
Truth 3 low_detection 2.4162886297541 -2.71371048804152
Truth 3 high_detection 1.91009784880776 -2.70401127301869
Truth 3 low_detection 3.01741928450619 -0.780290759479687
Truth 3 high_detection 1.73053651337915 -2.29796651778262
Truth 3 low_detection 1.69803025895505 -1.98734422248718
Truth 3 high_detection 3.19686014435381 -1.04759998801305
Truth 3 low_detection 1.322146821694 -2.13613453482659
Truth 3 high_detection 1.91415474183429 -3.37584894646409
Truth 3 low_detection 2.96689388340738 -2.51456073309107
Truth 3 high_detection 2.1143503630158 -3.22449316486712
Truth 3 low_detection 3.03460558462302 -0.530629905512998
Truth 3 high_detection 1.44333159863371 -3.03640242695099
Truth 3 low_detection 2.70609326963622 -2.52623234002303
Truth 4 high_detection -1.32620290389171 -1.89298776383344
Truth 4 low_detection -0.351693943793992 -3.04806385756517
Truth 4 high_detection -2.8417154525271 -4.59997632605104
Truth 4 low_detection -3.40497083778792 -2.24918723675553
Truth 4 high_detection -3.59649045333733 -2.55494528061158
Truth 4 low_detection -1.02873907065703 -3.15972780854019
Truth 4 high_detection -2.21940313543907 -3.95585737900865
Truth 4 low_detection -3.34613961700792 -2.47627057353655
Truth 4 high_detection -1.21408628199783 -1.95209190873123
Truth 4 low_detection -2.18756413083639 -3.30890139538509
Truth 4 high_detection -2.13715675947822 -2.73902324560707
Truth 4 low_detection -3.91245391943755 -2.85311873217553
Truth 4 high_detection -2.24479769079778 -1.68040079283407
Truth 4 low_detection -2.88701752853437 -2.84527961435243
Truth 4 high_detection -3.02494074517819 -3.68288445586158
Truth 4 low_detection -3.11514517977421 -3.53132108779389
Truth 4 high_detection -2.16718370695034 -2.5750893152515
Truth 4 low_detection -3.24532875989882 -1.67141452505048
Truth 4 high_detection -2.18873460356268 -3.53598465538748
Truth 4 low_detection -2.26574855039499 -2.64715610968494
Truth 4 high_detection -1.33414305563302 -2.78145387603829
Truth 4 low_detection -2.26020132972398 -3.87368566941537
Truth 4 high_detection -3.68438266837219 -0.941549858447925
Truth 4 low_detection -2.70750838703911 -3.07494503613467
Truth 4 high_detection -2.45636740296455 -0.312664759468158
Truth 4 low_detection -1.52892249797165 -1.70570837685607
Truth 4 high_detection -3.07422258010522 -2.29743973965882
Truth 4 low_detection -1.24013457776032 -2.5220500849832
Truth 4 high_detection -3.56167880703241 -2.19546911277485
Truth 4 low_detection -2.06600632056833 -3.6092492414154
Truth 4 high_detection -2.73917694516802 -1.73452690201432
Truth 4 low_detection -1.99767138825496 -2.52202642915776
Truth 4 high_detection -0.796123416024938 -3.40399822285568
Truth 4 low_detection -3.02377224142761 -2.0999982634351
Truth 4 high_detection -4.06417215406704 -3.64928759196062
Truth 4 low_detection -0.0337471302339276 -2.31183237070534
Truth 4 high_detection -2.35117923491535 -2.28270990365205
Truth 4 low_detection -4.61083700324841 -3.54908572462521
Truth 4 high_detection -2.15380470847137 -2.57512343284394
Truth 4 low_detection -3.48218254633849 -4.06798896178066
tSNE_plx_20 1 high_detection -3.44011565719709 1.74648537609044
tSNE_plx_20 1 low_detection 2.00591333675667 4.89170847696851
tSNE_plx_20 1 high_detection -2.40616717469864 -3.16161885109194
tSNE_plx_20 1 low_detection 2.38198688382446 4.56371537247686
tSNE_plx_20 1 high_detection -7.16155815530378 -2.57794580493729
tSNE_plx_20 1 low_detection 2.17366428382867 2.65875416246508
tSNE_plx_20 1 high_detection -3.60300539717773 -5.09149736135855
tSNE_plx_20 1 low_detection 2.5331045584137 3.01710998238863
tSNE_plx_20 1 high_detection -2.44692769079439 -6.40041342923308
tSNE_plx_20 1 low_detection 1.78651081195671 3.68162657238548
tSNE_plx_20 1 high_detection -2.77683756250759 -3.59466565999583
tSNE_plx_20 1 low_detection 1.38195244671198 5.24497062173385
tSNE_plx_20 1 high_detection -2.78475518710556 -6.94725086498105
tSNE_plx_20 1 low_detection 2.86489637137082 4.48651751950283
tSNE_plx_20 1 high_detection -3.59074964168166 -5.69984044388401
tSNE_plx_20 1 low_detection 2.21236392997405 3.94190808740669
tSNE_plx_20 1 high_detection -3.5304446261411 -4.74849056941178
tSNE_plx_20 1 low_detection 0.716513803650078 4.96475881071917
tSNE_plx_20 1 high_detection -2.47955400510302 -4.1700125646472
tSNE_plx_20 1 low_detection 0.199674644804899 2.14135945828337
tSNE_plx_20 1 high_detection 1.83283602575866 -4.28484421068854
tSNE_plx_20 1 low_detection 2.5783876812088 3.17271655930674
tSNE_plx_20 1 high_detection 0.688924535073616 -3.70057209022684
tSNE_plx_20 1 low_detection 1.02126195138668 3.2165604018444
tSNE_plx_20 1 high_detection 0.437231922024059 -6.94681817970346
tSNE_plx_20 1 low_detection 1.07058826362883 3.83523938849174
tSNE_plx_20 1 high_detection 2.10770222139734 -2.1021027183765
tSNE_plx_20 1 low_detection 2.07131647223418 3.71681487626735
tSNE_plx_20 1 high_detection -5.76448457972035 -4.51513942092056
tSNE_plx_20 1 low_detection 2.06798989408703 2.30107826232441
tSNE_plx_20 1 high_detection 0.298257065996003 0.850876777739644
tSNE_plx_20 1 low_detection 1.11442322624606 5.12712424578956
tSNE_plx_20 1 high_detection -3.81694389461513 -3.59136604430901
tSNE_plx_20 1 low_detection -1.33128692668084 5.2733490159058
tSNE_plx_20 1 high_detection 0.671464771921855 -2.53857596274404
tSNE_plx_20 1 low_detection 0.382537372069336 3.56411341518058
tSNE_plx_20 1 high_detection -2.90968461332274 -0.689879001822221
tSNE_plx_20 1 low_detection 2.61462043089557 3.17060780309125
tSNE_plx_20 1 high_detection -2.96920567154894 -3.82683360357376
tSNE_plx_20 1 low_detection 3.09534221449235 3.81283538375827
tSNE_plx_20 2 high_detection -5.43878340053952 -5.45807225494811
tSNE_plx_20 2 low_detection 7.31183452137411 3.1896273893945
tSNE_plx_20 2 high_detection -1.99392736397928 -3.3059232924235
tSNE_plx_20 2 low_detection 7.13343309914706 2.42985536870802
tSNE_plx_20 2 high_detection -2.32190299068115 0.169848969614837
tSNE_plx_20 2 low_detection 4.36298832151347 2.73125567143435
tSNE_plx_20 2 high_detection -2.70875143457335 -2.5044018837906
tSNE_plx_20 2 low_detection 6.06851191840328 4.3137198911991
tSNE_plx_20 2 high_detection -1.8940486685452 -2.70026763056162
tSNE_plx_20 2 low_detection 5.76897554315909 4.02050054263527
tSNE_plx_20 2 high_detection -2.9596843237127 -1.7303972385919
tSNE_plx_20 2 low_detection 5.93054647546589 2.8747861994058
tSNE_plx_20 2 high_detection -0.230039376186156 -1.27218604925185
tSNE_plx_20 2 low_detection 6.03812632321194 2.69302860034259
tSNE_plx_20 2 high_detection 1.11878251579793 -1.42594493393626
tSNE_plx_20 2 low_detection 7.46511496733954 2.21051552617048
tSNE_plx_20 2 high_detection -7.05721949637609 -2.55698524869228
tSNE_plx_20 2 low_detection 4.99240971195452 3.77134346049815
tSNE_plx_20 2 high_detection 0.101971088306145 -0.830153396764734
tSNE_plx_20 2 low_detection 5.01906836715989 1.88335202058496
tSNE_plx_20 2 high_detection -4.05845582198912 -1.29146037545059
tSNE_plx_20 2 low_detection 4.37565599453415 3.36547393926244
tSNE_plx_20 2 high_detection -4.85290268407683 -6.20933518925913
tSNE_plx_20 2 low_detection 1.11001334341052 -1.3466444946301
tSNE_plx_20 2 high_detection -2.03706108957533 -2.22850769491144
tSNE_plx_20 2 low_detection 5.40604981239699 2.89676237480465
tSNE_plx_20 2 high_detection -6.9633655408983 -0.0395597171402431
tSNE_plx_20 2 low_detection 3.95561451882606 1.0606388129062
tSNE_plx_20 2 high_detection -1.68861849459463 -1.30467250388756
tSNE_plx_20 2 low_detection 7.20910533395565 3.84573603277987
tSNE_plx_20 2 high_detection -1.24218985472243 -2.79625285779569
tSNE_plx_20 2 low_detection 3.35826007413022 1.43932608840598
tSNE_plx_20 2 high_detection -0.421609025696947 -2.35889154485201
tSNE_plx_20 2 low_detection 5.74800838725321 4.12490556329397
tSNE_plx_20 2 high_detection -1.77948303669208 -1.54265023904091
tSNE_plx_20 2 low_detection 4.31378599462393 1.25471796625242
tSNE_plx_20 2 high_detection -3.19073172571113 -1.26290651580933
tSNE_plx_20 2 low_detection 1.50111195587971 3.4660626523121
tSNE_plx_20 2 high_detection -5.50361125637123 -5.4497989780661
tSNE_plx_20 2 low_detection 4.79359958233348 4.35600067821431
tSNE_plx_20 3 high_detection -3.69683832115029 -2.15103704441543
tSNE_plx_20 3 low_detection 6.29858530851269 -0.827026312177258
tSNE_plx_20 3 high_detection -6.44018669590491 -1.38771853154651
tSNE_plx_20 3 low_detection 7.2516930280547 0.226990065457577
tSNE_plx_20 3 high_detection -4.43981292942388 -4.37590326500852
tSNE_plx_20 3 low_detection 4.99468473718191 0.0352267883122812
tSNE_plx_20 3 high_detection -4.64895147942589 0.235043291633659
tSNE_plx_20 3 low_detection 4.83045848359083 -1.39224880593584
tSNE_plx_20 3 high_detection -6.77039519975723 2.18833360315306
tSNE_plx_20 3 low_detection 6.76874375415336 -0.076566102259055
tSNE_plx_20 3 high_detection -4.5664312983681 -0.935711514338422
tSNE_plx_20 3 low_detection 7.18434621397934 -0.560155763487259
tSNE_plx_20 3 high_detection -5.11884176681209 -1.56675485224035
tSNE_plx_20 3 low_detection 6.61797490976657 1.29147171071514
tSNE_plx_20 3 high_detection -1.11223826826292 -0.267416753442116
tSNE_plx_20 3 low_detection 6.01737696535131 2.20301452706905
tSNE_plx_20 3 high_detection -5.01045841030262 -2.12915282161093
tSNE_plx_20 3 low_detection 6.36113212346443 -1.17858181350111
tSNE_plx_20 3 high_detection -4.81041806746079 -3.07708334125501
tSNE_plx_20 3 low_detection 6.2885094453588 1.81444616131232
tSNE_plx_20 3 high_detection -8.37355184284829 -1.35351500512247
tSNE_plx_20 3 low_detection 6.00740095718631 -1.55396546237801
tSNE_plx_20 3 high_detection 2.06562841638793 -5.83733965568481
tSNE_plx_20 3 low_detection 5.41708660091496 0.385863790247236
tSNE_plx_20 3 high_detection -7.71896351593635 -4.13238745904655
tSNE_plx_20 3 low_detection 6.50982106594499 -0.0582688730490216
tSNE_plx_20 3 high_detection -5.06348046518427 -2.52879215992232
tSNE_plx_20 3 low_detection 6.59166901643249 0.506979900268789
tSNE_plx_20 3 high_detection 3.43917993765478 -4.02918452414958
tSNE_plx_20 3 low_detection 4.54520271870358 0.797235466994294
tSNE_plx_20 3 high_detection -2.58253121834927 -2.74332605255163
tSNE_plx_20 3 low_detection 8.12259555961971 0.380126555224584
tSNE_plx_20 3 high_detection -5.93254101794757 -0.185526411251395
tSNE_plx_20 3 low_detection 5.8772037508712 0.631519568930002
tSNE_plx_20 3 high_detection -5.06232356475696 -3.60519208426083
tSNE_plx_20 3 low_detection 6.32013689479689 -0.869909022208952
tSNE_plx_20 3 high_detection -5.15845917628914 -0.946931335535503
tSNE_plx_20 3 low_detection 7.19844176985181 1.67744838095836
tSNE_plx_20 3 high_detection -0.925923901258837 1.34398870344598
tSNE_plx_20 3 low_detection 7.39063184704683 1.20991138869934
tSNE_plx_20 4 high_detection -1.30039595776811 -0.837722787130273
tSNE_plx_20 4 low_detection -2.17136454800271 4.43186491046319
tSNE_plx_20 4 high_detection -2.26193063092665 -4.70170721868497
tSNE_plx_20 4 low_detection -1.82971146512452 5.79430858878056
tSNE_plx_20 4 high_detection -0.201286393553468 -4.67800595999662
tSNE_plx_20 4 low_detection -1.28981446134293 3.06311046109069
tSNE_plx_20 4 high_detection -4.27377292339634 3.12803877435872
tSNE_plx_20 4 low_detection -1.05946856380877 3.41014644388013
tSNE_plx_20 4 high_detection -3.73984622201637 0.307711227872626
tSNE_plx_20 4 low_detection -2.56290079527472 4.66053716556062
tSNE_plx_20 4 high_detection -1.21649239346145 -8.02627401276471
tSNE_plx_20 4 low_detection -0.997201981081919 6.55117244290538
tSNE_plx_20 4 high_detection -0.148451148445541 -4.64263619832196
tSNE_plx_20 4 low_detection -0.894945955472774 6.31791772055856
tSNE_plx_20 4 high_detection -6.42468156675806 -4.12357288790169
tSNE_plx_20 4 low_detection -2.6712630075726 3.38978243228663
tSNE_plx_20 4 high_detection -3.95849111636289 -2.8360258366431
tSNE_plx_20 4 low_detection -0.505549702538368 6.22735726678187
tSNE_plx_20 4 high_detection -1.57293659986954 -4.60231145140764
tSNE_plx_20 4 low_detection -0.69444566959203 4.20301781904959
tSNE_plx_20 4 high_detection -6.220942215071 -6.09742089829825
tSNE_plx_20 4 low_detection -1.06730872098082 4.24602741449119
tSNE_plx_20 4 high_detection -0.475315179855333 -5.50921610151929
tSNE_plx_20 4 low_detection 1.88701799723778 2.06579302082182
tSNE_plx_20 4 high_detection -5.70626263799258 1.41850001777599
tSNE_plx_20 4 low_detection -1.19560954934041 2.91808184927688
tSNE_plx_20 4 high_detection 0.531008046234514 -5.09482458048404
tSNE_plx_20 4 low_detection -0.34378576664986 4.88192983768004
tSNE_plx_20 4 high_detection -4.40495157729847 -7.58330610448767
tSNE_plx_20 4 low_detection -2.20549497016894 5.15449023405579
tSNE_plx_20 4 high_detection -0.930920522668099 -3.61495350164712
tSNE_plx_20 4 low_detection -2.49566614029531 6.41610996062098
tSNE_plx_20 4 high_detection -2.1023082136149 -5.1748989227393
tSNE_plx_20 4 low_detection -0.18747686234595 3.94565622893404
tSNE_plx_20 4 high_detection -1.81735335613276 -6.36999177261284
tSNE_plx_20 4 low_detection -0.271683780842566 4.37730062058083
tSNE_plx_20 4 high_detection -5.60963287713363 -3.21742283897473
tSNE_plx_20 4 low_detection -1.45251968076975 5.52520460878933
tSNE_plx_20 4 high_detection -4.45256323454281 -0.311281722754445
tSNE_plx_20 4 low_detection -2.40776262215463 4.5547993170794
tSNE_plx_5 1 high_detection 5.59232693166714 -10.0576827509287
tSNE_plx_5 1 low_detection 16.7457243645997 11.9431088892018
tSNE_plx_5 1 high_detection -8.00936886526931 -13.3253759872245
tSNE_plx_5 1 low_detection 12.6988129720923 12.2843361084255
tSNE_plx_5 1 high_detection 8.73147868911505 -16.9781001287647
tSNE_plx_5 1 low_detection 6.22738222384928 7.69474166669465
tSNE_plx_5 1 high_detection -0.762271736512699 -25.3559993744887
tSNE_plx_5 1 low_detection 5.29364767523086 10.2837304816125
tSNE_plx_5 1 high_detection 3.43928311638232 -22.2040214229307
tSNE_plx_5 1 low_detection 9.46401983703613 13.091343464606
tSNE_plx_5 1 high_detection -1.98728114602196 -11.5159199869767
tSNE_plx_5 1 low_detection 17.1079073628181 11.2155292582994
tSNE_plx_5 1 high_detection 4.52595524729502 -22.9148309376624
tSNE_plx_5 1 low_detection 12.9816860835474 14.8618691985616
tSNE_plx_5 1 high_detection -2.39407924934404 -23.8248093840534
tSNE_plx_5 1 low_detection 11.4850570573277 12.1640694694129
tSNE_plx_5 1 high_detection -2.19884947280569 -25.0848436863283
tSNE_plx_5 1 low_detection 17.5873235936609 8.72143440754758
tSNE_plx_5 1 high_detection -1.57446888156107 -12.946074587021
tSNE_plx_5 1 low_detection 11.7300275441026 6.61406300167195
tSNE_plx_5 1 high_detection -3.06216677056127 -26.4700980683454
tSNE_plx_5 1 low_detection 7.04787838186937 9.17546322970836
tSNE_plx_5 1 high_detection 1.15436851503774 -11.7872187492969
tSNE_plx_5 1 low_detection 10.6775006890145 14.1319196083156
tSNE_plx_5 1 high_detection -10.096705361336 -8.56640190852027
tSNE_plx_5 1 low_detection 11.5596295245183 9.16470128485625
tSNE_plx_5 1 high_detection -4.4601952904138 0.198581574530685
tSNE_plx_5 1 low_detection 10.2526957936611 12.0544539376839
tSNE_plx_5 1 high_detection -19.7909042440758 -15.7370052669253
tSNE_plx_5 1 low_detection 5.76173277239937 7.11257905926092
tSNE_plx_5 1 high_detection 2.24234982971655 -7.43801727270116
tSNE_plx_5 1 low_detection 17.2729588266361 10.1319416313151
tSNE_plx_5 1 high_detection -1.00039375579577 -7.27867276248397
tSNE_plx_5 1 low_detection 20.495000489765 -1.89218552022631
tSNE_plx_5 1 high_detection -1.59012631170086 -3.14391255489091
tSNE_plx_5 1 low_detection 15.9577725951726 7.36698780528763
tSNE_plx_5 1 high_detection -13.8055339514722 -10.3980056950882
tSNE_plx_5 1 low_detection 6.60479362565006 9.66609262020205
tSNE_plx_5 1 high_detection 3.58507952744227 -10.5361803123678
tSNE_plx_5 1 low_detection 8.49261919612812 13.8221630463116
tSNE_plx_5 2 high_detection -13.0271227792877 -5.31162980756266
tSNE_plx_5 2 low_detection -0.655554837224343 27.1401892438934
tSNE_plx_5 2 high_detection -7.73540748921042 -15.3923851152139
tSNE_plx_5 2 low_detection -3.1896368190923 25.4731457133815
tSNE_plx_5 2 high_detection -8.87676044761815 -10.6238181912925
tSNE_plx_5 2 low_detection 8.14748046088689 20.4422085492997
tSNE_plx_5 2 high_detection -8.97479571935309 -12.1639092575647
tSNE_plx_5 2 low_detection 6.16700151149676 23.8209557177874
tSNE_plx_5 2 high_detection -6.86850168984633 -8.50475100786699
tSNE_plx_5 2 low_detection 7.07251284114927 22.3719972937631
tSNE_plx_5 2 high_detection -11.1747435732559 -10.6904139527059
tSNE_plx_5 2 low_detection -1.89992735400064 19.5084021305317
tSNE_plx_5 2 high_detection -4.5675131579115 -3.94868348123666
tSNE_plx_5 2 low_detection -2.29948338887173 19.8777084240662
tSNE_plx_5 2 high_detection -1.2581105673593 1.3086005622926
tSNE_plx_5 2 low_detection -1.9616063964839 27.2553929516774
tSNE_plx_5 2 high_detection 8.21559820414324 -16.8148197117639
tSNE_plx_5 2 low_detection 12.7800659866703 16.0693085346786
tSNE_plx_5 2 high_detection -6.39750366176581 -4.25648332425505
tSNE_plx_5 2 low_detection 3.35850188504392 21.1145167569099
tSNE_plx_5 2 high_detection -9.661497513376 -23.3673124161042
tSNE_plx_5 2 low_detection 7.82479013651534 15.9372811460402
tSNE_plx_5 2 high_detection -15.0360474211685 -4.48394886936961
tSNE_plx_5 2 low_detection -1.68923467729019 2.33778122578616
tSNE_plx_5 2 high_detection -6.4824029228966 -9.48687612390889
tSNE_plx_5 2 low_detection 4.32158716981869 21.4743303403691
tSNE_plx_5 2 high_detection -3.43875005561538 -14.9592956624324
tSNE_plx_5 2 low_detection 3.20465161033063 18.4075901883824
tSNE_plx_5 2 high_detection -3.2110475163272 -10.3188260195434
tSNE_plx_5 2 low_detection 0.988478391547383 26.9091697477216
tSNE_plx_5 2 high_detection -7.55292268441114 -7.21901942395648
tSNE_plx_5 2 low_detection -1.04597707117032 4.21590249470735
tSNE_plx_5 2 high_detection -7.0857431399956 -11.9325504288137
tSNE_plx_5 2 low_detection 7.4482105011661 22.94062414826
tSNE_plx_5 2 high_detection -4.61296377515617 -11.773836880161
tSNE_plx_5 2 low_detection 2.69353678407237 19.6115995159841
tSNE_plx_5 2 high_detection -13.5221260260339 -11.8938615957521
tSNE_plx_5 2 low_detection 11.31752442159 10.3337086049403
tSNE_plx_5 2 high_detection -11.8413114789337 -5.24091253747753
tSNE_plx_5 2 low_detection 6.93372549395554 17.4111832229891
tSNE_plx_5 3 high_detection -10.6770359606203 -15.4531128607164
tSNE_plx_5 3 low_detection -10.9549002946361 26.9642146713461
tSNE_plx_5 3 high_detection -6.50689578657498 -22.2727627625019
tSNE_plx_5 3 low_detection -6.08967028453752 21.0142475808149
tSNE_plx_5 3 high_detection -18.6452220189106 -12.3206624083486
tSNE_plx_5 3 low_detection -8.90119630564297 21.4594713344222
tSNE_plx_5 3 high_detection -5.01687996317583 -19.3406254824153
tSNE_plx_5 3 low_detection -11.9705277039323 21.8716304216226
tSNE_plx_5 3 high_detection 6.68724248401578 30.4021846927371
tSNE_plx_5 3 low_detection -8.81441591093067 23.6149493377786
tSNE_plx_5 3 high_detection -7.49216216426502 -19.8105410123189
tSNE_plx_5 3 low_detection -10.3199126642593 23.6463573466248
tSNE_plx_5 3 high_detection -10.4371671487139 -18.9803613285138
tSNE_plx_5 3 low_detection -5.24251218743704 22.9761549354555
tSNE_plx_5 3 high_detection -4.57246035571788 -7.32139873418847
tSNE_plx_5 3 low_detection -3.59317138333099 20.9790749978309
tSNE_plx_5 3 high_detection -12.1801020302924 -17.5079996001663
tSNE_plx_5 3 low_detection -12.5563359038813 27.4919091230023
tSNE_plx_5 3 high_detection -15.2435950143357 -15.8278104985833
tSNE_plx_5 3 low_detection -4.44995837380208 21.5313367990895
tSNE_plx_5 3 high_detection -11.5187610392218 -13.6444414940482
tSNE_plx_5 3 low_detection -13.698008615019 27.8583484931459
tSNE_plx_5 3 high_detection -10.1921567576945 -12.2056265067391
tSNE_plx_5 3 low_detection -8.85029345833843 18.4491841122458
tSNE_plx_5 3 high_detection -14.8586226281233 -14.5324446505345
tSNE_plx_5 3 low_detection -8.60605016492756 24.4385152069815
tSNE_plx_5 3 high_detection -13.1355315415028 -16.6938726027632
tSNE_plx_5 3 low_detection -7.17090489466959 23.5007846517435
tSNE_plx_5 3 high_detection -16.5618860347873 -8.70374735226275
tSNE_plx_5 3 low_detection 1.77992193283458 19.5726586045238
tSNE_plx_5 3 high_detection -9.34178748857262 -13.9322144465357
tSNE_plx_5 3 low_detection 2.04826518997114 22.4761983378564
tSNE_plx_5 3 high_detection -12.8164650423834 -20.7721844520739
tSNE_plx_5 3 low_detection -8.61104772833338 18.292149793782
tSNE_plx_5 3 high_detection -16.7898189014706 -15.1210547535565
tSNE_plx_5 3 low_detection -11.7441844764401 27.1805955724331
tSNE_plx_5 3 high_detection -8.51037093166636 -18.7204067582262
tSNE_plx_5 3 low_detection -3.16858841002792 27.0309494750983
tSNE_plx_5 3 high_detection -10.6972710564129 2.27043722521858
tSNE_plx_5 3 low_detection -4.09137691708263 27.6841143714171
tSNE_plx_5 4 high_detection -3.81346506272598 -8.96981374142997
tSNE_plx_5 4 low_detection 23.1787295110632 1.97009455667821
tSNE_plx_5 4 high_detection -16.1395553238009 -21.0800443268669
tSNE_plx_5 4 low_detection 19.7466358477003 -4.72294442488895
tSNE_plx_5 4 high_detection 2.17339083426416 -16.7200503770382
